@relation rbf
@attribute atributo1 real
@attribute atributo2 real
@attribute Class {1,2,3,6,7}
@data
0.22977554,0.111218322,1
0.243131543,0.132339526,1
0.571236266,0.606771852,3
0.535953446,0.516901404,3
0.50467011,0.751048059,2
0.518257819,0.798205151,2
0.203067721,0.081445574,1
0.26289228,0.086235899,1
0.240550307,0.081647615,1
0.529264516,0.817000934,2
0.174063606,0.124085776,1
0.520441538,0.814553463,2
0.491422602,0.828093416,2
0.229654834,0.113860886,1
0.558905176,0.596916331,3
0.231471669,0.115094931,1
0.248608219,0.102380437,1
0.28751419,0.137911052,1
0.570758959,0.496949963,3
0.526860727,0.789368559,2
0.205018941,0.141947228,1
0.22531987,0.102040297,1
0.274893152,0.119267561,1
0.593663439,0.56254065,3
0.174395508,0.110073328,1
0.568041659,0.564072486,3
0.506990345,0.791401823,2
0.218459313,0.149521467,1
0.520700923,0.814304613,2
0.579008813,0.528842948,3
0.564439505,0.516156798,3
0.553742419,0.788734268,2
0.588822902,0.544236061,3
0.272808291,0.125072304,1
0.205720055,0.112126422,1
0.231810298,0.122378289,1
0.245760719,0.109181307,1
0.640712949,0.535321883,3
0.50438699,0.816389687,2
0.564867216,0.828390819,2
0.592617685,0.552908698,3
0.495838615,0.845495553,2
0.187519103,0.087506338,1
0.196804394,0.164926539,1
0.58825711,0.487454344,3
0.535603607,0.833572913,2
0.603262787,0.54716535,3
0.228277848,0.119950029,1
0.252975842,0.082116562,1
0.50415803,0.81991562,2
0.269117387,0.138282621,1
0.595541803,0.556263753,3
0.288934144,0.081452668,1
0.584011594,0.552535822,3
0.596431151,0.551364632,3
0.567257152,0.822643698,2
0.547652545,0.589965555,3
0.650877352,0.566527742,3
0.470019747,0.855241081,2
0.257131242,0.153758731,1
0.239873782,0.115444869,1
0.509922056,0.8121351,2
0.503053122,0.778693642,2
0.554703769,0.543252379,3
0.261565087,0.091778938,1
0.468030309,0.853033103,2
0.559262368,0.858076538,2
0.239159919,0.119442975,1
0.243390157,0.082371689,1
0.189135175,0.141357728,1
0.218346618,0.10820488,1
0.527546959,0.584751736,3
0.594335813,0.572535538,3
0.595117404,0.531320314,3
0.612117234,0.520126149,3
0.203514186,0.06499634,1
0.644213604,0.599562988,3
0.454880231,0.822967836,2
0.510022707,0.818305374,2
0.554860786,0.597044742,3
0.22146854,0.06038788,1
0.28130557,0.077292484,1
0.623317232,0.581256592,3
0.564982261,0.609818015,3
0.566713844,0.569557812,3
0.556662424,0.824915132,2
0.232233297,0.11324025,1
0.21343341,0.12571164,1
0.592249811,0.557474466,3
0.283778065,0.08297796,1
0.477924101,0.803131598,2
0.516175092,0.813821446,2
0.229673019,0.04558638,1
0.511387126,0.817670474,2
0.568635205,0.545152724,3
0.521448921,0.817717534,2
0.599120648,0.530251407,3
0.520458653,0.813063291,2
0.233425074,0.120926035,1
0.628687836,0.560359446,3
0.566984481,0.559185198,3
0.237781141,0.108085327,1
0.212956709,0.053474556,1
0.230593181,0.112896249,1
0.54898485,0.558244678,3
0.16611848,0.119093907,1
0.588910091,0.562692067,3
0.290709448,0.131572015,1
0.208308364,0.063018705,1
0.518749135,0.816937038,2
0.595073461,0.557122987,3
0.65098043,0.548937622,3
0.228998792,0.097650518,1
0.53366054,0.543405106,3
0.591032626,0.564334396,3
0.211783817,0.153627184,1
0.554075779,0.82288963,2
0.478742425,0.758840622,2
0.560002214,0.570792473,3
0.214782533,0.110037849,1
0.186903268,0.122355271,1
0.289012681,0.106404876,1
0.498862487,0.830088597,2
0.262280165,0.081449903,1
0.569306383,0.502846444,3
0.22989117,0.133517236,1
0.238363797,0.10253452,1
0.564900899,0.552222895,3
0.216245478,0.162135923,1
0.23024595,0.092521504,1
0.517027203,0.84981038,2
0.626003189,0.526918677,3
0.213334876,0.118429028,1
0.541746139,0.815486295,2
0.589867299,0.602480513,3
0.592117193,0.554698472,3
0.580217578,0.543298004,3
0.588798278,0.514066626,3
0.53466833,0.841320182,2
0.204829501,0.164960634,1
0.234689306,0.104923162,1
0.646089039,0.53401359,3
0.206440024,0.110917541,1
0.563558922,0.550973712,3
0.466053024,0.833590244,2
0.259787163,0.132903406,1
0.256452358,0.140952338,1
0.468596054,0.832353536,2
0.602339858,0.524422812,3
0.224949171,0.073506247,1
0.578518404,0.535397945,3
0.539868209,0.857095797,2
0.637110915,0.553687834,3
0.504835481,0.815826108,2
0.534734993,0.80007503,2
0.214654617,0.047989762,1
0.548904456,0.804253656,2
0.212783888,0.110211027,1
0.284415344,0.099151336,1
0.190452038,0.081943,1
0.235367292,0.094877587,1
0.553275988,0.858500932,2
0.276771171,0.071104162,1
0.222429945,0.092848021,1
0.503150625,0.851160154,2
0.209620819,0.0735001,1
0.609798942,0.544568577,3
0.265466243,0.148213887,1
0.635024732,0.528006015,3
0.601097535,0.541472772,3
0.252266925,0.145924968,1
0.214004395,0.132646412,1
0.273067391,0.063477349,1
0.289344789,0.089025641,1
0.241582547,0.09784031,1
0.249856555,0.103274401,1
0.229719339,0.058866746,1
0.274825493,0.121038076,1
0.542897748,0.806159612,2
0.471521417,0.800056333,2
0.275182894,0.139893509,1
0.223727107,0.107135932,1
0.173756267,0.083437857,1
0.564413033,0.822108933,2
0.585783025,0.620679705,3
0.590598661,0.570536578,3
0.262818343,0.122234689,1
0.528013929,0.813294688,2
0.565853881,0.809254572,2
0.508710222,0.828059599,2
0.567744637,0.853408111,2
0.590277448,0.509535586,3
0.181641781,0.14984605,1
0.517170396,0.864357301,2
0.503035668,0.840653861,2
0.555125322,0.519311907,3
0.641660155,0.541080608,3
0.538194522,0.812507151,2
0.45339531,0.810519776,2
0.528094942,0.816640045,2
0.516488124,0.82349568,2
0.58655363,0.522228767,3
0.573189585,0.817984627,2
0.583752462,0.564237388,3
0.567032621,0.589437013,3
0.250838728,0.166198335,1
0.223467887,0.102552912,1
0.545230124,0.530756905,3
0.518391737,0.779360165,2
0.211530843,0.146916275,1
0.219148973,0.117348644,1
0.190492888,0.152314689,1
0.216962352,0.093363263,1
0.201403564,0.173215767,1
0.614498799,0.501054603,3
0.604929572,0.569880989,3
0.629000146,0.563269298,3
0.608248087,0.493280341,3
0.557250574,0.812573185,2
0.206582486,0.110742201,1
0.571748927,0.55856516,3
0.229655537,0.110330973,1
0.185862375,0.159051729,1
0.269267586,0.148425118,1
0.216887092,0.149342451,1
0.226812832,0.052063438,1
0.238142403,0.093526748,1
0.500434836,0.80701807,2
0.204362707,0.132760901,1
0.216423376,0.131579461,1
0.232586013,0.101142544,1
0.543406863,0.760371488,2
0.236695786,0.092620731,1
0.225737607,0.047099725,1
0.190360137,0.08793545,1
0.234113003,0.094411312,1
0.584542772,0.563084854,3
0.506194729,0.795413226,2
0.220881919,0.146391902,1
0.496723542,0.780370762,2
0.476337746,0.824555794,2
0.221236205,0.085688821,1
0.585734732,0.559030637,3
0.569016034,0.515246318,3
0.580348628,0.798463011,2
0.232853713,0.112895036,1
0.278689052,0.107422006,1
0.577490073,0.516836737,3
0.582686951,0.615953555,3
0.208000361,0.139303951,1
0.266461238,0.06164889,1
0.209542838,0.082384229,1
0.24941647,0.145069455,1
0.606736749,0.574668155,3
0.247150611,0.068896926,1
0.228041666,0.091445574,1
0.177059398,0.113126459,1
0.270255859,0.168626953,1
0.279710331,0.140511521,1
0.573481826,0.582920249,3
0.576003106,0.56186112,3
0.538452152,0.819516305,2
0.301920184,0.11209044,1
0.168147185,0.099137015,1
0.223518288,0.140850264,1
0.556372106,0.794851904,2
0.469198158,0.82665444,2
0.566346351,0.582484124,3
0.225022726,0.081167952,1
0.590203254,0.814277076,2
0.50239299,0.754284101,2
0.605773196,0.497860153,3
0.238688201,0.148397677,1
0.208465333,0.075761375,1
0.614244922,0.533048688,3
0.597064903,0.558570744,3
0.623819065,0.569485333,3
0.54401747,0.81110055,2
0.279295649,0.14005666,1
0.595983756,0.526444777,3
0.260851434,0.156754211,1
0.584664445,0.545777857,3
0.259969458,0.070474511,1
0.23242199,0.110631336,1
0.237920764,0.129571826,1
0.229367176,0.176761669,1
0.505236788,0.806021303,2
0.22411867,0.112784938,1
0.554170969,0.593083604,3
0.600798339,0.560179361,3
0.22920383,0.169926832,1
0.239346412,0.157711522,1
0.513096289,0.812541456,2
0.261315339,0.146290997,1
0.238571384,0.046841025,1
0.589421895,0.528718773,3
0.239443108,0.128235972,1
0.555913906,0.56748064,3
0.479006055,0.821060478,2
0.527360549,0.854890802,2
0.61945812,0.558747631,3
0.236681211,0.109033348,1
0.614092398,0.570266695,3
0.542124412,0.524988799,3
0.257282461,0.115217549,1
0.231479419,0.103718763,1
0.592896867,0.579429777,3
0.217616438,0.125872951,1
0.493180523,0.808997621,2
0.231568107,0.112799815,1
0.562480536,0.546734305,3
0.280380464,0.121662929,1
0.297917807,0.115012565,1
0.587665849,0.594003478,3
0.560991004,0.612990545,3
0.516273739,0.830676881,2
0.520452633,0.813958576,2
0.559563812,0.822064823,2
0.614732787,0.564535758,3
0.516268097,0.82944753,2
0.638485788,0.562298881,3
0.209768417,0.110325594,1
0.256826532,0.147251728,1
0.504617049,0.833312257,2
0.520713316,0.816383976,2
0.563614632,0.575541836,3
0.213292796,0.094607176,1
0.586431879,0.593359594,3
0.523321841,0.787092761,2
0.54789214,0.75081189,2
0.597050475,0.565945312,3
0.259191552,0.099996177,1
0.476718451,0.851032436,2
0.490881185,0.846271828,2
0.497735473,0.773211266,2
0.562218201,0.522436813,3
0.231659418,0.112198989,1
0.522011591,0.809155484,2
0.294037635,0.102982148,1
0.244494729,0.162343074,1
0.262356167,0.145089298,1
0.220601418,0.117491946,1
0.522012246,0.813037602,2
0.650170556,0.560562436,3
0.528697042,0.750581272,2
0.261984012,0.097549288,1
0.246103402,0.053039753,1
0.264411427,0.146584673,1
0.550347306,0.548930973,3
0.577286514,0.787977344,2
0.615399668,0.575827095,3
0.497153031,0.824730259,2
0.233108258,0.113157916,1
0.511617658,0.846822339,2
0.59489382,0.54501905,3
0.249722853,0.09280937,1
0.253412723,0.110061784,1
0.581641473,0.493437613,3
0.285630885,0.084999274,1
0.534982047,0.758415622,2
0.57140037,0.829236526,2
0.265564264,0.108086562,1
0.555241897,0.550943545,3
0.529515075,0.819027666,2
0.51010357,0.782794518,2
0.495422981,0.79440684,2
0.58476949,0.556129262,3
0.493240568,0.792033982,2
0.548308538,0.824269859,2
0.254054413,0.116445564,1
0.590392795,0.556315828,3
0.209806935,0.074732778,1
0.509151657,0.798298612,2
0.557532933,0.852592841,2
0.245623734,0.109952665,1
0.522833,0.873306095,2
0.280689789,0.111030871,1
0.515828537,0.820229823,2
0.572433224,0.796214832,2
0.177751234,0.119709268,1
0.504295631,0.858069112,2
0.629890717,0.550086508,3
0.241382195,0.108220913,1
0.48841066,0.830507177,2
0.479885892,0.762442633,2
0.508943114,0.862016941,2
0.540444249,0.865511582,2
0.584700699,0.566763027,3
0.627561165,0.567632449,3
0.467631242,0.794513847,2
0.567943807,0.779930173,2
0.577690068,0.589323969,3
0.609466888,0.543532303,3
0.218781581,0.151510844,1
0.502740292,0.82071427,2
0.512741167,0.799590817,2
0.238562448,0.060893559,1
0.217054637,0.098910775,1
0.499527171,0.800214245,2
0.591522134,0.570626027,3
0.652836926,0.553457769,3
0.601536169,0.598079342,3
0.602784352,0.495484874,3
0.254668244,0.151496398,1
0.553078176,0.808548883,2
0.484594244,0.763784371,2
0.602378905,0.56404122,3
0.63003276,0.540783294,3
0.256945844,0.143594456,1
0.225435487,0.11525773,1
0.552528904,0.526072089,3
0.230719513,0.122549175,1
0.545729224,0.773432506,2
0.265898736,0.104321531,1
0.243545559,0.173505291,1
0.294686491,0.10039109,1
0.20188322,0.165313992,1
0.572454496,0.569242885,3
0.200578088,0.115405397,1
0.253533106,0.108393815,1
0.555631803,0.585126332,3
0.528682087,0.817783717,2
0.245870642,0.113471089,1
0.563767033,0.581927166,3
0.585602103,0.553458114,3
0.184630909,0.07550118,1
0.58585093,0.547679023,3
0.568270384,0.577273749,3
0.562464035,0.616734368,3
0.215635803,0.119448614,1
0.227415391,0.119868121,1
0.223140511,0.140303886,1
0.183207656,0.077047049,1
0.524676744,0.805061039,2
0.563489128,0.809871034,2
0.514562228,0.787621338,2
0.509622018,0.81389005,2
0.468648781,0.848697243,2
0.521078553,0.849614955,2
0.529808076,0.550974725,3
0.235048061,0.132030722,1
0.209693204,0.158230808,1
0.243259807,0.141415131,1
0.513350986,0.774226432,2
0.202234743,0.072372786,1
0.585343016,0.568514678,3
0.4708745,0.847105122,2
0.615323531,0.525135351,3
0.506484352,0.818181954,2
0.530339474,0.818524476,2
0.260913479,0.126010042,1
0.524546727,0.84564038,2
0.591244193,0.56848636,3
0.243112162,0.11474091,1
0.555139043,0.555368436,3
0.552589714,0.839603498,2
0.498303943,0.840910894,2
0.227693798,0.117697333,1
0.260349858,0.100754348,1
0.564130769,0.772837972,2
0.54090716,0.832271241,2
0.537035303,0.825370981,2
0.58893102,0.616073166,3
0.258712271,0.075039979,1
0.513605427,0.805543851,2
0.236345265,0.14885167,1
0.224964261,0.119799737,1
0.266451558,0.07073714,1
0.275899617,0.117153672,1
0.485315279,0.780348499,2
0.286477749,0.089875846,1
0.495754651,0.82166298,2
0.651752976,0.544106812,3
0.247250198,0.098329175,1
0.235215506,0.138321363,1
0.546045873,0.503706507,3
0.46247699,0.834561039,2
0.253438951,0.104656249,1
0.221956311,0.116935533,1
0.222843093,0.122710759,1
0.224164538,0.156713028,1
0.267604628,0.147644099,1
0.559064304,0.801308843,2
0.612747312,0.542876975,3
0.582236163,0.557786536,3
0.565978781,0.807967099,2
0.532801612,0.872397539,2
0.546396366,0.781340699,2
0.523284724,0.818788815,2
0.27400009,0.1183379,1
0.23198408,0.112157576,1
0.295966119,0.131659043,1
0.243349413,0.056680954,1
0.598463075,0.621128256,3
0.56653011,0.527971741,3
0.561527424,0.577101566,3
0.554975506,0.548100137,3
0.518149727,0.822480277,2
0.230554447,0.108728891,1
0.547087031,0.806300169,2
0.5960903,0.575216963,3
0.511916892,0.813960569,2
0.577349842,0.525690266,3
0.525577558,0.856227246,2
0.651082466,0.574024955,3
0.265360603,0.165713084,1
0.537670618,0.533050625,3
0.589178304,0.551446627,3
0.59161518,0.556555512,3
0.245531363,0.153808991,1
0.58579294,0.531050764,3
0.219798089,0.136683854,1
0.569427623,0.511379309,3
0.587482683,0.548077792,3
0.605924234,0.619440517,3
0.208129363,0.137112463,1
0.61340841,0.535646606,3
0.223966682,0.089832452,1
0.547794837,0.870010466,2
0.223476035,0.114723038,1
0.265886989,0.11135679,1
0.265780088,0.15267746,1
0.21875157,0.13860631,1
0.585189387,0.492385352,3
0.499726464,0.842815166,2
0.474367969,0.801142508,2
0.523478474,0.816155153,2
0.508470972,0.810653608,2
0.251141052,0.105253875,1
0.191653381,0.061155156,1
0.520221696,0.786509134,2
0.467831604,0.781453068,2
0.503720369,0.872769069,2
0.255377625,0.083047481,1
0.203793775,0.15570081,1
0.465739003,0.783137874,2
0.294323144,0.117761682,1
0.277635671,0.101056196,1
0.230760885,0.114880891,1
0.576593594,0.829775179,2
0.593072477,0.559052011,3
0.203412802,0.119407591,1
0.206538228,0.130035105,1
0.520988517,0.798609553,2
0.231633139,0.118101246,1
0.58939149,0.530671112,3
0.587414228,0.60642827,3
0.628212028,0.568207887,3
0.273316283,0.139184424,1
0.544947924,0.833548475,2
0.520360608,0.814250433,2
0.577193971,0.527162521,3
0.456771277,0.786212589,2
0.560859705,0.841067105,2
0.581299461,0.513926721,3
0.604104702,0.561545415,3
0.255296965,0.090236586,1
0.220393527,0.130659784,1
0.591589644,0.557236156,3
0.535791684,0.783841788,2
0.171467647,0.142078014,1
0.590318361,0.590907066,3
0.524791717,0.798386892,2
0.484892653,0.822555547,2
0.492955462,0.792438498,2
0.581549891,0.591258699,3
0.23124575,0.136494781,1
0.524994701,0.808371628,2
0.281438463,0.093234189,1
0.634253033,0.565941475,3
0.557138279,0.549323365,3
0.229618419,0.130301438,1
0.55038793,0.765327407,2
0.543377884,0.7861007,2
0.645183868,0.532057626,3
0.193057524,0.058164527,1
0.508103205,0.819515763,2
0.645374435,0.566880177,3
0.572914462,0.606908157,3
0.514619512,0.818098962,2
0.262238198,0.142912588,1
0.218632037,0.104868159,1
0.529914013,0.847764649,2
0.535392154,0.791790687,2
0.567227114,0.566689678,3
0.202874941,0.109509532,1
0.517837267,0.80925947,2
0.276437604,0.120173096,1
0.524066966,0.823798583,2
0.588404949,0.550024055,3
0.204079081,0.172479055,1
0.238888818,0.160029756,1
0.248069189,0.11166009,1
0.248377189,0.109651367,1
0.251670494,0.12193904,1
0.636592996,0.565622001,3
0.223617426,0.16240412,1
0.504170839,0.845260494,2
0.190406312,0.131314926,1
0.559402161,0.531381398,3
0.215919657,0.12049953,1
0.555414521,0.582068975,3
0.524497666,0.814676493,2
0.495899111,0.787728586,2
0.546474754,0.83683929,2
0.579906914,0.605657389,3
0.542727209,0.754936273,2
0.167289581,0.104158616,1
0.642437504,0.558634864,3
0.554473967,0.778680731,2
0.563080566,0.831801802,2
0.591314883,0.554837231,3
0.233991174,0.111830903,1
0.563172842,0.846399608,2
0.590362162,0.570524895,3
0.548140598,0.849513783,2
0.546951939,0.807610354,2
0.282744095,0.084073618,1
0.524437914,0.816156679,2
0.557009741,0.580374221,3
0.479068157,0.825971512,2
0.537707622,0.813337115,2
0.490022812,0.810115589,2
0.487943435,0.796854262,2
0.535570376,0.819427036,2
0.51858359,0.86229878,2
0.633653493,0.527964171,3
0.233010249,0.114380451,1
0.181258266,0.154174088,1
0.512132382,0.778294922,2
0.242949111,0.111275366,1
0.519874405,0.835820986,2
0.514886267,0.881503923,2
0.250772342,0.114525966,1
0.508638489,0.816543119,2
0.538846819,0.805714374,2
0.279924995,0.126040367,1
0.280518973,0.135010186,1
0.502131546,0.816819054,2
0.23921658,0.122395346,1
0.222236967,0.118253401,1
0.515850752,0.810855094,2
0.224562847,0.112509362,1
0.230212947,0.11225169,1
0.239493676,0.157797616,1
0.261867852,0.151853975,1
0.556470958,0.583406452,3
0.592121791,0.552272982,3
0.239516481,0.110284182,1
0.278597798,0.165226469,1
0.524974234,0.57569773,3
0.583790611,0.564374667,3
0.224646793,0.109347731,1
0.496023646,0.829708368,2
0.252037349,0.099875833,1
0.552016607,0.584598767,3
0.192164827,0.158885482,1
0.302372183,0.108838266,1
0.224558711,0.084406451,1
0.233240065,0.118572309,1
0.521695249,0.807575091,2
0.606747592,0.528444152,3
0.504301991,0.819320608,2
0.528273011,0.849008643,2
0.223509247,0.122642899,1
0.522730439,0.826682124,2
0.609683488,0.543321832,3
0.602355352,0.57248187,3
0.515449056,0.785760925,2
0.463362018,0.804212267,2
0.496962569,0.817500918,2
0.242370566,0.094385023,1
0.524670788,0.80721349,2
0.249657607,0.166697979,1
0.649790359,0.592061462,3
0.279591458,0.107765366,1
0.222373755,0.083101506,1
0.503867611,0.7664275,2
0.221936174,0.17758291,1
0.585442769,0.554208631,3
0.598030785,0.559190021,3
0.532510805,0.816319581,2
0.554958855,0.607858301,3
0.233917885,0.082826062,1
0.535286953,0.81576894,2
0.554331542,0.825385301,2
0.255660665,0.127874864,1
0.261101483,0.100466268,1
0.588148202,0.808399814,2
0.244438252,0.07935266,1
0.24477315,0.11136096,1
0.616670055,0.53089602,3
0.531907106,0.811625943,2
0.479656823,0.785125473,2
0.228503849,0.117375929,1
0.215530544,0.069958781,1
0.60936473,0.527557673,3
0.621414195,0.617807256,3
0.243434491,0.131648932,1
0.218564643,0.1242658,1
0.200716589,0.056909972,1
0.254786996,0.124932472,1
0.228014651,0.114577944,1
0.234040864,0.118262342,1
0.292657187,0.115135116,1
0.585262734,0.608458173,3
0.256926658,0.082840757,1
0.224917612,0.157750171,1
0.516889817,0.80637674,2
0.539832412,0.775787326,2
0.265296128,0.133648882,1
0.235916882,0.112590708,1
0.573332038,0.554090205,3
0.572337788,0.494536771,3
0.212864043,0.106627263,1
0.615238303,0.600098053,3
0.483978456,0.838576363,2
0.23657893,0.116160646,1
0.620388025,0.574990228,3
0.53051344,0.839302865,2
0.584698303,0.61349128,3
0.602121643,0.541892626,3
0.192827998,0.098794673,1
0.236503895,0.120309559,1
0.512376315,0.876281917,2
0.557141685,0.542354653,3
0.562496509,0.80273985,2
0.613587979,0.56933752,3
0.571040783,0.500020361,3
0.544005871,0.860242376,2
0.573407803,0.544771345,3
0.513102006,0.881084744,2
0.598809987,0.549329223,3
0.569072517,0.581598463,3
0.233038032,0.11518293,1
0.241311999,0.150301583,1
0.595786613,0.548407226,3
0.244596767,0.117503062,1
0.587748335,0.557883528,3
0.199347776,0.138474161,1
0.230153371,0.125799516,1
0.203379799,0.093710223,1
0.548756959,0.528431175,3
0.248100909,0.122584622,1
0.504144674,0.830854903,2
0.548184183,0.813880773,2
0.251048653,0.090458967,1
0.639203341,0.579370463,3
0.234136056,0.112871537,1
0.547852042,0.827529889,2
0.241622616,0.114964063,1
0.243092671,0.105511385,1
0.606066397,0.537408151,3
0.249410304,0.112131232,1
0.236841055,0.115668545,1
0.299939647,0.119090924,1
0.577430102,0.590487881,3
0.501011047,0.801821238,2
0.240047001,0.109733268,1
0.58114402,0.572631258,3
0.218672337,0.119811824,1
0.212920865,0.109876111,1
0.22289511,0.082714312,1
0.202377282,0.061856294,1
0.490621521,0.787049503,2
0.166458147,0.116934255,1
0.498674697,0.811812493,2
0.606429549,0.614728836,3
0.260175105,0.148976438,1
0.243258806,0.063506077,1
0.171149286,0.120213663,1
0.221652479,0.061076628,1
0.482513088,0.84118547,2
0.201227725,0.135445703,1
0.24915277,0.106218133,1
0.233199363,0.112561766,1
0.605750395,0.52773909,3
0.574404311,0.530009448,3
0.480012416,0.860184894,2
0.57415063,0.591500816,3
0.562747561,0.828148507,2
0.579811416,0.808934476,2
0.551320387,0.832802145,2
0.251143385,0.067601191,1
0.261940054,0.12691769,1
0.590231382,0.49599607,3
0.250776494,0.168908535,1
0.58616032,0.817282799,2
0.229562096,0.110650633,1
0.57450355,0.571345509,3
0.263532432,0.116732942,1
0.59165326,0.569738017,3
0.267989048,0.115106905,1
0.520712843,0.81481221,2
0.515139905,0.821082425,2
0.275524015,0.13565046,1
0.201063651,0.05782945,1
0.288070099,0.1141248,1
0.499767217,0.813481369,2
0.236239598,0.070328073,1
0.527312595,0.828331463,2
0.526756019,0.810154082,2
0.274857392,0.113646003,1
0.244929216,0.05837747,1
0.51951695,0.876072721,2
0.610174845,0.551919421,3
0.280856017,0.070565069,1
0.539126442,0.785630371,2
0.250465858,0.146921662,1
0.614571216,0.545281027,3
0.521705799,0.856063893,2
0.556339506,0.862169157,2
0.53688627,0.789323919,2
0.60289873,0.563349627,3
0.604102167,0.606262225,3
0.513948857,0.790737887,2
0.597200647,0.559799233,3
0.592922094,0.539480983,3
0.553658381,0.611431636,3
0.504883317,0.801726089,2
0.214832038,0.138463309,1
0.483509026,0.75634302,2
0.486081083,0.841572539,2
0.190970192,0.091388418,1
0.271043777,0.112622548,1
0.506984832,0.797880734,2
0.586953407,0.561070991,3
0.480954665,0.858714584,2
0.232980814,0.159630485,1
0.243328438,0.156550163,1
0.257017604,0.074876207,1
0.535694194,0.808170773,2
0.49634543,0.866584362,2
0.223862902,0.105621399,1
0.556483449,0.549666851,3
0.195587476,0.151739423,1
0.45732926,0.819305847,2
0.221218364,0.081450987,1
0.566355053,0.598538078,3
0.206762923,0.12341618,1
0.253771526,0.09906366,1
0.612748612,0.494964905,3
0.517467404,0.776702375,2
0.291264645,0.089986979,1
0.25983957,0.126662774,1
0.478941132,0.837239149,2
0.259801672,0.177249061,1
0.196565325,0.076634933,1
0.233168425,0.103087259,1
0.568355943,0.551460026,3
0.560835513,0.861904615,2
0.592930408,0.53615006,3
0.498763917,0.878652091,2
0.236661527,0.112435395,1
0.499509381,0.794924331,2
0.617968933,0.566547911,3
0.24118035,0.151241142,1
0.273814596,0.159670827,1
0.232627197,0.114653999,1
0.271741821,0.060904333,1
0.192997483,0.06926033,1
0.520019563,0.798598493,2
0.574523757,0.500762363,3
0.235124481,0.115037011,1
0.617903022,0.523220913,3
0.616464505,0.531853901,3
0.594735229,0.54650965,3
0.600416531,0.560320642,3
0.223165748,0.159323211,1
0.586033968,0.564302797,3
0.493333545,0.826526168,2
0.229901722,0.1146858,1
0.206989595,0.065173587,1
0.227559945,0.101425203,1
0.581801848,0.540858389,3
0.271126387,0.068581771,1
0.527491166,0.77432261,2
0.561583923,0.851129169,2
0.552074806,0.564038225,3
0.209834453,0.069073708,1
0.619604586,0.53687701,3
0.603098334,0.570743825,3
0.496213656,0.799858791,2
0.240300895,0.140058932,1
0.540786397,0.571706456,3
0.593264273,0.568244168,3
0.180541927,0.079339888,1
0.274306312,0.152862866,1
0.522453454,0.812230524,2
0.542739782,0.815084345,2
0.560881481,0.778246895,2
0.493838264,0.809333211,2
0.259395246,0.162253544,1
0.522894592,0.750550517,2
0.290497726,0.074578158,1
0.555859586,0.555984944,3
0.527402982,0.816217823,2
0.637641956,0.539353292,3
0.546392952,0.808676613,2
0.600600915,0.538260678,3
0.57970721,0.81241183,2
0.22580347,0.074132951,1
0.264566532,0.162472418,1
0.589411497,0.518685473,3
0.243775356,0.123847599,1
0.56197316,0.833943376,2
0.262814415,0.108003282,1
0.274844357,0.068244848,1
0.55383093,0.868402214,2
0.243281696,0.120401304,1
0.60268811,0.559236157,3
0.246621665,0.115786967,1
0.302535922,0.109952398,1
0.589802469,0.535346808,3
0.49816353,0.806877754,2
0.196699445,0.139564453,1
0.229249463,0.16782813,1
0.547835255,0.801638165,2
0.238237088,0.126043014,1
0.606979995,0.588625857,3
0.600192312,0.4898583,3
0.568056446,0.790840241,2
0.530110301,0.768616981,2
0.202645548,0.107427614,1
0.274151415,0.107473707,1
0.567456033,0.800326555,2
0.518881438,0.796863905,2
0.474238982,0.808046403,2
0.478042352,0.800561773,2
0.224205288,0.13000746,1
0.500575875,0.845805042,2
0.213835678,0.050370027,1
0.272001335,0.134054747,1
0.573177199,0.81637734,2
0.533977349,0.527615944,3
0.235795173,0.133241943,1
0.511405094,0.815681831,2
0.494193133,0.795255897,2
0.254214969,0.092016319,1
0.251345942,0.05438641,1
0.289566003,0.09290951,1
0.4714131,0.834147681,2
0.286006369,0.126198326,1
0.520057915,0.81439336,2
0.596488239,0.581146079,3
0.169136797,0.095494547,1
0.235680844,0.115586776,1
0.567232135,0.534207242,3
0.560095744,0.5772077,3
0.611104432,0.520016064,3
0.594377812,0.56861098,3
0.49774837,0.761250447,2
0.219990534,0.044380309,1
0.564854927,0.520486639,3
0.23647843,0.146430424,1
0.24973834,0.131610338,1
0.517834296,0.786905714,2
0.601314647,0.533317617,3
0.591003925,0.55540945,3
0.531328201,0.571508049,3
0.594100999,0.553414429,3
0.243634022,0.11296567,1
0.523907752,0.537520681,3
0.542449794,0.832054611,2
0.224624395,0.086127126,1
0.570764852,0.534577889,3
0.564033232,0.789268155,2
0.567782768,0.763296833,2
0.235025703,0.115222432,1
0.505144579,0.803232964,2
0.226486445,0.089202769,1
0.550723365,0.604102284,3
0.555704578,0.811158852,2
0.287580524,0.072822598,1
0.589218054,0.565159759,3
0.23228903,0.113004091,1
0.543540233,0.523749124,3
0.239654387,0.099464777,1
0.577296702,0.573385435,3
0.219797718,0.117327863,1
0.644689986,0.554416368,3
0.28919949,0.086068416,1
0.60366496,0.623078857,3
0.601249966,0.557837414,3
0.210351308,0.132868343,1
0.573493618,0.567254807,3
0.578020238,0.58415982,3
0.609262337,0.505160249,3
0.559904859,0.803648941,2
0.639117983,0.520086533,3
0.607982737,0.565209329,3
0.539746994,0.852588135,2
0.480895034,0.809819476,2
0.233804495,0.112585472,1
0.520161396,0.816164277,2
0.555700428,0.539843889,3
